age,gender,province,mother_tongue,family_income,level_studies,question,value,phoneme
63,female,Barcelona,cat,4,uni,T1_2_9,64,z
63,female,Barcelona,cat,4,uni,T1_2_10,88,z
63,female,Barcelona,cat,4,uni,T1_2_11,87,z
63,female,Barcelona,cat,4,uni,T2_2_1,47,z
63,female,Barcelona,cat,4,uni,T2_2_2,42,z
63,female,Barcelona,cat,4,uni,T2_2_3,35,z
63,female,Barcelona,cat,4,uni,T2_2_4,56,z
63,female,Barcelona,cat,4,uni,T2_2_5,59,z
63,female,Barcelona,cat,4,uni,T2_2_6,58,z
63,female,Barcelona,cat,4,uni,T2_2_7,62,z
63,female,Barcelona,cat,4,uni,T2_2_8,58,z
63,female,Barcelona,cat,4,uni,T2_2_9,54,z
63,female,Barcelona,cat,4,uni,T2_2_10,79,z
63,female,Barcelona,cat,4,uni,T2_2_11,83,z
63,female,Barcelona,cat,4,uni,T3_2_1,38,z
63,female,Barcelona,cat,4,uni,T3_2_2,53,z
63,female,Barcelona,cat,4,uni,T3_2_3,43,z
63,female,Barcelona,cat,4,uni,T3_2_4,55,z
63,female,Barcelona,cat,4,uni,T3_2_5,44,z
63,female,Barcelona,cat,4,uni,T3_2_6,49,z
63,female,Barcelona,cat,4,uni,T3_2_7,57,z
63,female,Barcelona,cat,4,uni,T3_2_8,60,z
63,female,Barcelona,cat,4,uni,T3_2_9,58,z
63,female,Barcelona,cat,4,uni,T3_2_10,71,z
63,female,Barcelona,cat,4,uni,T3_2_11,76,z
63,female,Barcelona,cat,4,uni,T4_2_1,65,z
63,female,Barcelona,cat,4,uni,T4_2_2,57,z
63,female,Barcelona,cat,4,uni,T4_2_3,55,z
63,female,Barcelona,cat,4,uni,T4_2_4,55,z
63,female,Barcelona,cat,4,uni,T4_2_5,57,z
63,female,Barcelona,cat,4,uni,T4_2_6,55,z
63,female,Barcelona,cat,4,uni,T4_2_7,46,z
63,female,Barcelona,cat,4,uni,T4_2_8,74,z
63,female,Barcelona,cat,4,uni,T4_2_9,75,z
63,female,Barcelona,cat,4,uni,T4_2_10,87,z
63,female,Barcelona,cat,4,uni,T4_2_11,86,z
63,female,Barcelona,cat,4,uni,T5_2_1,60,z
63,female,Barcelona,cat,4,uni,T5_2_2,43,z
63,female,Barcelona,cat,4,uni,T5_2_3,40,z
63,female,Barcelona,cat,4,uni,T5_2_4,46,z
63,female,Barcelona,cat,4,uni,T5_2_5,51,z
63,female,Barcelona,cat,4,uni,T5_2_6,50,z
63,female,Barcelona,cat,4,uni,T5_2_7,49,z
63,female,Barcelona,cat,4,uni,T5_2_8,72,z
63,female,Barcelona,cat,4,uni,T5_2_9,72,z
63,female,Barcelona,cat,4,uni,T5_2_10,83,z
63,female,Barcelona,cat,4,uni,T5_2_11,86,z
63,female,Barcelona,cat,4,uni,T6_2_1,44,z
63,female,Barcelona,cat,4,uni,T6_2_2,53,z
63,female,Barcelona,cat,4,uni,T6_2_3,57,z
63,female,Barcelona,cat,4,uni,T6_2_4,57,z
63,female,Barcelona,cat,4,uni,T6_2_5,60,z
63,female,Barcelona,cat,4,uni,T6_2_6,60,z
63,female,Barcelona,cat,4,uni,T6_2_7,57,z
63,female,Barcelona,cat,4,uni,T6_2_8,93,z
63,female,Barcelona,cat,4,uni,T6_2_9,88,z
63,female,Barcelona,cat,4,uni,T6_2_10,84,z
63,female,Barcelona,cat,4,uni,T6_2_11,93,z
63,female,Barcelona,cat,4,uni,T7_2_1,42,s
63,female,Barcelona,cat,4,uni,T7_2_2,44,s
63,female,Barcelona,cat,4,uni,T7_2_3,49,s
63,female,Barcelona,cat,4,uni,T7_2_4,47,s
63,female,Barcelona,cat,4,uni,T7_2_5,47,s
63,female,Barcelona,cat,4,uni,T7_2_6,51,s
63,female,Barcelona,cat,4,uni,T7_2_7,52,s
63,female,Barcelona,cat,4,uni,T7_2_8,100,s
63,female,Barcelona,cat,4,uni,T7_2_9,98,s
63,female,Barcelona,cat,4,uni,T7_2_10,100,s
63,female,Barcelona,cat,4,uni,T7_2_11,100,s
63,female,Barcelona,cat,4,uni,T8_2_1,68,s
63,female,Barcelona,cat,4,uni,T8_2_2,57,s
63,female,Barcelona,cat,4,uni,T8_2_3,47,s
63,female,Barcelona,cat,4,uni,T8_2_4,49,s
63,female,Barcelona,cat,4,uni,T8_2_5,51,s
63,female,Barcelona,cat,4,uni,T8_2_6,53,s
63,female,Barcelona,cat,4,uni,T8_2_7,49,s
63,female,Barcelona,cat,4,uni,T8_2_8,97,s
63,female,Barcelona,cat,4,uni,T8_2_9,95,s
63,female,Barcelona,cat,4,uni,T8_2_10,87,s
63,female,Barcelona,cat,4,uni,T8_2_11,93,s
63,female,Barcelona,cat,4,uni,T9_2_1,42,s
63,female,Barcelona,cat,4,uni,T9_2_2,54,s
63,female,Barcelona,cat,4,uni,T9_2_3,51,s
63,female,Barcelona,cat,4,uni,T9_2_4,57,s
63,female,Barcelona,cat,4,uni,T9_2_5,51,s
63,female,Barcelona,cat,4,uni,T9_2_6,59,s
63,female,Barcelona,cat,4,uni,T9_2_7,58,s
63,female,Barcelona,cat,4,uni,T9_2_8,100,s
63,female,Barcelona,cat,4,uni,T9_2_9,99,s
63,female,Barcelona,cat,4,uni,T9_2_10,95,s
63,female,Barcelona,cat,4,uni,T9_2_11,100,s
63,female,Barcelona,cat,4,uni,T10_2_1,48,s
63,female,Barcelona,cat,4,uni,T10_2_2,48,s
63,female,Barcelona,cat,4,uni,T10_2_3,53,s
63,female,Barcelona,cat,4,uni,T10_2_4,52,s
63,female,Barcelona,cat,4,uni,T10_2_5,53,s
63,female,Barcelona,cat,4,uni,T10_2_6,65,s
63,female,Barcelona,cat,4,uni,T10_2_7,61,s
63,female,Barcelona,cat,4,uni,T10_2_8,61,s
63,female,Barcelona,cat,4,uni,T10_2_9,55,s
63,female,Barcelona,cat,4,uni,T10_2_10,79,s
63,female,Barcelona,cat,4,uni,T10_2_11,72,s
63,female,Barcelona,cat,4,uni,T11_2_1,34,s
63,female,Barcelona,cat,4,uni,T11_2_2,44,s
63,female,Barcelona,cat,4,uni,T11_2_3,50,s
63,female,Barcelona,cat,4,uni,T11_2_4,52,s
63,female,Barcelona,cat,4,uni,T11_2_5,49,s
63,female,Barcelona,cat,4,uni,T11_2_6,49,s
63,female,Barcelona,cat,4,uni,T11_2_7,50,s
63,female,Barcelona,cat,4,uni,T11_2_8,100,s
63,female,Barcelona,cat,4,uni,T11_2_9,95,s
63,female,Barcelona,cat,4,uni,T11_2_10,82,s
63,female,Barcelona,cat,4,uni,T11_2_11,100,s
63,female,Barcelona,cat,4,uni,T12_2_1,50,s
63,female,Barcelona,cat,4,uni,T12_2_2,48,s
63,female,Barcelona,cat,4,uni,T12_2_3,46,s
63,female,Barcelona,cat,4,uni,T12_2_4,54,s
63,female,Barcelona,cat,4,uni,T12_2_5,56,s
63,female,Barcelona,cat,4,uni,T12_2_6,56,s
63,female,Barcelona,cat,4,uni,T12_2_7,52,s
63,female,Barcelona,cat,4,uni,T12_2_8,48,s
63,female,Barcelona,cat,4,uni,T12_2_9,56,s
63,female,Barcelona,cat,4,uni,T12_2_10,97,s
63,female,Barcelona,cat,4,uni,T12_2_11,88,s
33,male,Barcelona,cat,5,uni,T1_2_1,85,z
33,male,Barcelona,cat,5,uni,T1_2_2,89,z
33,male,Barcelona,cat,5,uni,T1_2_3,85,z
33,male,Barcelona,cat,5,uni,T1_2_4,83,z
33,male,Barcelona,cat,5,uni,T1_2_5,83,z
33,male,Barcelona,cat,5,uni,T1_2_6,82,z
33,male,Barcelona,cat,5,uni,T1_2_7,86,z
33,male,Barcelona,cat,5,uni,T1_2_8,88,z
33,male,Barcelona,cat,5,uni,T1_2_9,82,z
33,male,Barcelona,cat,5,uni,T1_2_10,83,z
33,male,Barcelona,cat,5,uni,T1_2_11,81,z
33,male,Barcelona,cat,5,uni,T4_2_1,89,z
33,male,Barcelona,cat,5,uni,T4_2_2,86,z
33,male,Barcelona,cat,5,uni,T4_2_3,85,z
33,male,Barcelona,cat,5,uni,T4_2_4,89,z
33,male,Barcelona,cat,5,uni,T4_2_5,86,z
33,male,Barcelona,cat,5,uni,T4_2_6,92,z
33,male,Barcelona,cat,5,uni,T4_2_7,88,z
33,male,Barcelona,cat,5,uni,T4_2_8,88,z
33,male,Barcelona,cat,5,uni,T4_2_9,89,z
33,male,Barcelona,cat,5,uni,T4_2_10,90,z
33,male,Barcelona,cat,5,uni,T4_2_11,89,z
33,male,Barcelona,cat,5,uni,T5_2_1,85,z
33,male,Barcelona,cat,5,uni,T5_2_2,86,z
33,male,Barcelona,cat,5,uni,T5_2_3,87,z
33,male,Barcelona,cat,5,uni,T5_2_4,83,z
33,male,Barcelona,cat,5,uni,T5_2_5,85,z
33,male,Barcelona,cat,5,uni,T5_2_6,82,z
33,male,Barcelona,cat,5,uni,T5_2_7,83,z
33,male,Barcelona,cat,5,uni,T5_2_8,84,z
33,male,Barcelona,cat,5,uni,T5_2_9,82,z
33,male,Barcelona,cat,5,uni,T5_2_10,86,z
33,male,Barcelona,cat,5,uni,T5_2_11,80,z
33,male,Barcelona,cat,5,uni,T6_2_1,87,z
33,male,Barcelona,cat,5,uni,T6_2_2,83,z
33,male,Barcelona,cat,5,uni,T6_2_3,71,z
33,male,Barcelona,cat,5,uni,T6_2_4,76,z
33,male,Barcelona,cat,5,uni,T6_2_5,80,z
33,male,Barcelona,cat,5,uni,T6_2_6,96,z
33,male,Barcelona,cat,5,uni,T6_2_7,79,z
33,male,Barcelona,cat,5,uni,T6_2_8,95,z
33,male,Barcelona,cat,5,uni,T6_2_9,88,z
33,male,Barcelona,cat,5,uni,T6_2_10,81,z
33,male,Barcelona,cat,5,uni,T6_2_11,80,z
33,male,Barcelona,cat,5,uni,T7_2_1,88,s
33,male,Barcelona,cat,5,uni,T7_2_2,90,s
33,male,Barcelona,cat,5,uni,T7_2_3,83,s
33,male,Barcelona,cat,5,uni,T7_2_4,80,s
33,male,Barcelona,cat,5,uni,T7_2_5,89,s
33,male,Barcelona,cat,5,uni,T7_2_6,91,s
33,male,Barcelona,cat,5,uni,T7_2_7,81,s
33,male,Barcelona,cat,5,uni,T7_2_8,79,s
33,male,Barcelona,cat,5,uni,T7_2_9,86,s
33,male,Barcelona,cat,5,uni,T7_2_10,92,s
33,male,Barcelona,cat,5,uni,T7_2_11,80,s
33,male,Barcelona,cat,5,uni,T11_2_1,83,s
33,male,Barcelona,cat,5,uni,T11_2_2,29,s
33,male,Barcelona,cat,5,uni,T11_2_3,69,s
33,male,Barcelona,cat,5,uni,T11_2_4,83,s
33,male,Barcelona,cat,5,uni,T11_2_5,50,s
33,male,Barcelona,cat,5,uni,T11_2_6,96,s
33,male,Barcelona,cat,5,uni,T11_2_7,68,s
33,male,Barcelona,cat,5,uni,T11_2_8,78,s
33,male,Barcelona,cat,5,uni,T11_2_9,75,s
33,male,Barcelona,cat,5,uni,T11_2_10,95,s
33,male,Barcelona,cat,5,uni,T11_2_11,69,s
35,male,Barcelona,cat,7,uni,T1._1,50,z
35,male,Barcelona,cat,7,uni,T1._2,50,z
35,male,Barcelona,cat,7,uni,T1._3,50,z
35,male,Barcelona,cat,7,uni,T1._4,50,z
35,male,Barcelona,cat,7,uni,T1._5,50,z
35,male,Barcelona,cat,7,uni,T1._6,50,z
35,male,Barcelona,cat,7,uni,T1._7,50,z
35,male,Barcelona,cat,7,uni,T1._8,50,z
35,male,Barcelona,cat,7,uni,T1._9,50,z
35,male,Barcelona,cat,7,uni,T1._10,50,z
35,male,Barcelona,cat,7,uni,T1._11,50,z
35,male,Barcelona,cat,7,uni,T2_1,50,z
35,male,Barcelona,cat,7,uni,T2_2,50,z
35,male,Barcelona,cat,7,uni,T2_3,30,z
35,male,Barcelona,cat,7,uni,T2_4,50,z
35,male,Barcelona,cat,7,uni,T2_5,50,z
35,male,Barcelona,cat,7,uni,T2_6,50,z
35,male,Barcelona,cat,7,uni,T2_7,70,z
35,male,Barcelona,cat,7,uni,T2_8,70,z
35,male,Barcelona,cat,7,uni,T2_9,70,z
35,male,Barcelona,cat,7,uni,T2_10,60,z
35,male,Barcelona,cat,7,uni,T2_11,60,z
35,male,Barcelona,cat,7,uni,T3._1,51,z
35,male,Barcelona,cat,7,uni,T3._2,50,z
35,male,Barcelona,cat,7,uni,T3._3,51,z
35,male,Barcelona,cat,7,uni,T3._4,50,z
35,male,Barcelona,cat,7,uni,T3._5,50,z
35,male,Barcelona,cat,7,uni,T3._6,50,z
35,male,Barcelona,cat,7,uni,T3._7,50,z
35,male,Barcelona,cat,7,uni,T3._8,60,z
35,male,Barcelona,cat,7,uni,T3._9,50,z
35,male,Barcelona,cat,7,uni,T3._10,50,z
35,male,Barcelona,cat,7,uni,T3._11,50,z
35,male,Barcelona,cat,7,uni,T4._1,50,z
35,male,Barcelona,cat,7,uni,T4._2,50,z
35,male,Barcelona,cat,7,uni,T4._3,50,z
35,male,Barcelona,cat,7,uni,T4._4,50,z
35,male,Barcelona,cat,7,uni,T4._5,51,z
35,male,Barcelona,cat,7,uni,T4._6,51,z
35,male,Barcelona,cat,7,uni,T4._7,51,z
35,male,Barcelona,cat,7,uni,T4._8,60,z
35,male,Barcelona,cat,7,uni,T4._9,60,z
35,male,Barcelona,cat,7,uni,T4._10,60,z
35,male,Barcelona,cat,7,uni,T4._11,61,z
35,male,Barcelona,cat,7,uni,T5._1,50,z
35,male,Barcelona,cat,7,uni,T5._2,50,z
35,male,Barcelona,cat,7,uni,T5._3,50,z
35,male,Barcelona,cat,7,uni,T5._4,50,z
35,male,Barcelona,cat,7,uni,T5._5,50,z
35,male,Barcelona,cat,7,uni,T5._6,50,z
35,male,Barcelona,cat,7,uni,T5._7,10,z
35,male,Barcelona,cat,7,uni,T5._8,80,z
35,male,Barcelona,cat,7,uni,T5._9,80,z
35,male,Barcelona,cat,7,uni,T5._10,40,z
35,male,Barcelona,cat,7,uni,T5._11,40,z
35,male,Barcelona,cat,7,uni,T6_1,50,z
35,male,Barcelona,cat,7,uni,T6_2,50,z
35,male,Barcelona,cat,7,uni,T6_3,50,z
35,male,Barcelona,cat,7,uni,T6_4,50,z
35,male,Barcelona,cat,7,uni,T6_5,50,z
35,male,Barcelona,cat,7,uni,T6_6,50,z
35,male,Barcelona,cat,7,uni,T6_7,50,z
35,male,Barcelona,cat,7,uni,T6_8,60,z
35,male,Barcelona,cat,7,uni,T6_9,50,z
35,male,Barcelona,cat,7,uni,T6_10,50,z
35,male,Barcelona,cat,7,uni,T6_11,50,z
35,male,Barcelona,cat,7,uni,T7_1,50,s
35,male,Barcelona,cat,7,uni,T7_2,50,s
35,male,Barcelona,cat,7,uni,T7_3,50,s
35,male,Barcelona,cat,7,uni,T7_4,51,s
35,male,Barcelona,cat,7,uni,T7_5,50,s
35,male,Barcelona,cat,7,uni,T7_6,51,s
35,male,Barcelona,cat,7,uni,T7_7,49,s
35,male,Barcelona,cat,7,uni,T7_8,60,s
35,male,Barcelona,cat,7,uni,T7_9,61,s
35,male,Barcelona,cat,7,uni,T7_10,61,s
35,male,Barcelona,cat,7,uni,T7_11,60,s
35,male,Barcelona,cat,7,uni,T8_1,50,s
35,male,Barcelona,cat,7,uni,T8_2,50,s
35,male,Barcelona,cat,7,uni,T8_3,50,s
35,male,Barcelona,cat,7,uni,T8_4,50,s
35,male,Barcelona,cat,7,uni,T8_5,50,s
35,male,Barcelona,cat,7,uni,T8_6,50,s
35,male,Barcelona,cat,7,uni,T8_7,40,s
35,male,Barcelona,cat,7,uni,T8_8,50,s
35,male,Barcelona,cat,7,uni,T8_9,60,s
35,male,Barcelona,cat,7,uni,T8_10,50,s
35,male,Barcelona,cat,7,uni,T8_11,50,s
35,male,Barcelona,cat,7,uni,T9_1,51,s
35,male,Barcelona,cat,7,uni,T9_2,51,s
35,male,Barcelona,cat,7,uni,T9_3,52,s
35,male,Barcelona,cat,7,uni,T9_4,51,s
35,male,Barcelona,cat,7,uni,T9_5,50,s
35,male,Barcelona,cat,7,uni,T9_6,50,s
35,male,Barcelona,cat,7,uni,T9_7,50,s
35,male,Barcelona,cat,7,uni,T9_8,60,s
35,male,Barcelona,cat,7,uni,T9_9,50,s
35,male,Barcelona,cat,7,uni,T9_10,62,s
35,male,Barcelona,cat,7,uni,T9_11,63,s
35,male,Barcelona,cat,7,uni,T10_1,50,s
35,male,Barcelona,cat,7,uni,T10_2,50,s
35,male,Barcelona,cat,7,uni,T10_3,50,s
35,male,Barcelona,cat,7,uni,T10_4,50,s
35,male,Barcelona,cat,7,uni,T10_5,50,s
35,male,Barcelona,cat,7,uni,T10_6,50,s
35,male,Barcelona,cat,7,uni,T10_7,50,s
35,male,Barcelona,cat,7,uni,T10_8,20,s
35,male,Barcelona,cat,7,uni,T10_9,50,s
35,male,Barcelona,cat,7,uni,T10_10,20,s
35,male,Barcelona,cat,7,uni,T10_11,20,s
35,male,Barcelona,cat,7,uni,T11_1,50,s
35,male,Barcelona,cat,7,uni,T11_2,51,s
35,male,Barcelona,cat,7,uni,T11_3,50,s
35,male,Barcelona,cat,7,uni,T11_4,50,s
35,male,Barcelona,cat,7,uni,T11_5,51,s
35,male,Barcelona,cat,7,uni,T11_6,50,s
35,male,Barcelona,cat,7,uni,T11_7,51,s
35,male,Barcelona,cat,7,uni,T11_8,60,s
35,male,Barcelona,cat,7,uni,T11_9,50,s
35,male,Barcelona,cat,7,uni,T11_10,51,s
35,male,Barcelona,cat,7,uni,T11_11,51,s
35,male,Barcelona,cat,7,uni,T12_1,50,s
35,male,Barcelona,cat,7,uni,T12_2,50,s
35,male,Barcelona,cat,7,uni,T12_3,50,s
35,male,Barcelona,cat,7,uni,T12_4,50,s
35,male,Barcelona,cat,7,uni,T12_5,50,s
35,male,Barcelona,cat,7,uni,T12_6,50,s
35,male,Barcelona,cat,7,uni,T12_7,50,s
35,male,Barcelona,cat,7,uni,T12_8,75,s
35,male,Barcelona,cat,7,uni,T12_9,50,s
35,male,Barcelona,cat,7,uni,T12_10,50,s
35,male,Barcelona,cat,7,uni,T12_11,50,s
28,female,Barcelona,cat,7,uni,T1_2_1,80,z
28,female,Barcelona,cat,7,uni,T1_2_2,88,z
28,female,Barcelona,cat,7,uni,T1_2_3,88,z
28,female,Barcelona,cat,7,uni,T1_2_4,95,z
28,female,Barcelona,cat,7,uni,T1_2_5,89,z
28,female,Barcelona,cat,7,uni,T1_2_6,91,z
28,female,Barcelona,cat,7,uni,T1_2_7,40,z
28,female,Barcelona,cat,7,uni,T1_2_8,89,z
28,female,Barcelona,cat,7,uni,T1_2_9,85,z
28,female,Barcelona,cat,7,uni,T1_2_10,82,z
28,female,Barcelona,cat,7,uni,T1_2_11,77,z
28,female,Barcelona,cat,7,uni,T2_2_1,69,z
28,female,Barcelona,cat,7,uni,T2_2_2,76,z
28,female,Barcelona,cat,7,uni,T2_2_3,60,z
28,female,Barcelona,cat,7,uni,T2_2_4,63,z
28,female,Barcelona,cat,7,uni,T2_2_5,74,z
28,female,Barcelona,cat,7,uni,T2_2_6,66,z
28,female,Barcelona,cat,7,uni,T2_2_7,42,z
28,female,Barcelona,cat,7,uni,T2_2_8,88,z
28,female,Barcelona,cat,7,uni,T2_2_9,63,z
28,female,Barcelona,cat,7,uni,T2_2_10,87,z
28,female,Barcelona,cat,7,uni,T2_2_11,56,z
28,female,Barcelona,cat,7,uni,T3_2_1,76,z
28,female,Barcelona,cat,7,uni,T3_2_2,80,z
28,female,Barcelona,cat,7,uni,T3_2_3,70,z
28,female,Barcelona,cat,7,uni,T3_2_4,75,z
28,female,Barcelona,cat,7,uni,T3_2_5,56,z
28,female,Barcelona,cat,7,uni,T3_2_6,77,z
28,female,Barcelona,cat,7,uni,T3_2_7,57,z
28,female,Barcelona,cat,7,uni,T3_2_8,61,z
28,female,Barcelona,cat,7,uni,T3_2_9,61,z
28,female,Barcelona,cat,7,uni,T3_2_10,46,z
28,female,Barcelona,cat,7,uni,T3_2_11,76,z
28,female,Barcelona,cat,7,uni,T4_2_1,85,z
28,female,Barcelona,cat,7,uni,T4_2_2,97,z
28,female,Barcelona,cat,7,uni,T4_2_3,98,z
28,female,Barcelona,cat,7,uni,T4_2_4,91,z
28,female,Barcelona,cat,7,uni,T4_2_5,84,z
28,female,Barcelona,cat,7,uni,T4_2_6,82,z
28,female,Barcelona,cat,7,uni,T4_2_7,37,z
28,female,Barcelona,cat,7,uni,T4_2_8,87,z
28,female,Barcelona,cat,7,uni,T4_2_9,92,z
28,female,Barcelona,cat,7,uni,T4_2_10,94,z
28,female,Barcelona,cat,7,uni,T4_2_11,84,z
28,female,Barcelona,cat,7,uni,T5_2_1,82,z
28,female,Barcelona,cat,7,uni,T5_2_2,89,z
28,female,Barcelona,cat,7,uni,T5_2_3,95,z
28,female,Barcelona,cat,7,uni,T5_2_4,95,z
28,female,Barcelona,cat,7,uni,T5_2_5,94,z
28,female,Barcelona,cat,7,uni,T5_2_6,96,z
28,female,Barcelona,cat,7,uni,T5_2_7,97,z
28,female,Barcelona,cat,7,uni,T5_2_8,96,z
28,female,Barcelona,cat,7,uni,T5_2_9,100,z
28,female,Barcelona,cat,7,uni,T5_2_10,94,z
28,female,Barcelona,cat,7,uni,T5_2_11,88,z
28,female,Barcelona,cat,7,uni,T6_2_1,98,z
28,female,Barcelona,cat,7,uni,T6_2_2,97,z
28,female,Barcelona,cat,7,uni,T6_2_3,87,z
28,female,Barcelona,cat,7,uni,T6_2_4,91,z
28,female,Barcelona,cat,7,uni,T6_2_5,89,z
28,female,Barcelona,cat,7,uni,T6_2_6,95,z
28,female,Barcelona,cat,7,uni,T6_2_7,91,z
28,female,Barcelona,cat,7,uni,T6_2_8,92,z
28,female,Barcelona,cat,7,uni,T6_2_9,87,z
28,female,Barcelona,cat,7,uni,T6_2_10,89,z
28,female,Barcelona,cat,7,uni,T6_2_11,86,z
28,female,Barcelona,cat,7,uni,T7_2_1,87,s
28,female,Barcelona,cat,7,uni,T7_2_2,86,s
28,female,Barcelona,cat,7,uni,T7_2_3,91,s
28,female,Barcelona,cat,7,uni,T7_2_4,89,s
28,female,Barcelona,cat,7,uni,T7_2_5,90,s
28,female,Barcelona,cat,7,uni,T7_2_6,87,s
28,female,Barcelona,cat,7,uni,T7_2_7,52,s
28,female,Barcelona,cat,7,uni,T7_2_8,87,s
28,female,Barcelona,cat,7,uni,T7_2_9,95,s
28,female,Barcelona,cat,7,uni,T7_2_10,84,s
28,female,Barcelona,cat,7,uni,T7_2_11,87,s
28,female,Barcelona,cat,7,uni,T8_2_1,78,s
28,female,Barcelona,cat,7,uni,T8_2_2,77,s
28,female,Barcelona,cat,7,uni,T8_2_3,76,s
28,female,Barcelona,cat,7,uni,T8_2_4,27,s
28,female,Barcelona,cat,7,uni,T8_2_5,35,s
28,female,Barcelona,cat,7,uni,T8_2_6,54,s
28,female,Barcelona,cat,7,uni,T8_2_7,45,s
28,female,Barcelona,cat,7,uni,T8_2_8,73,s
28,female,Barcelona,cat,7,uni,T8_2_9,83,s
28,female,Barcelona,cat,7,uni,T8_2_10,50,s
28,female,Barcelona,cat,7,uni,T8_2_11,47,s
28,female,Barcelona,cat,7,uni,T9_2_1,83,s
28,female,Barcelona,cat,7,uni,T9_2_2,88,s
28,female,Barcelona,cat,7,uni,T9_2_3,88,s
28,female,Barcelona,cat,7,uni,T9_2_4,87,s
28,female,Barcelona,cat,7,uni,T9_2_5,85,s
28,female,Barcelona,cat,7,uni,T9_2_6,85,s
28,female,Barcelona,cat,7,uni,T9_2_7,44,s
28,female,Barcelona,cat,7,uni,T9_2_8,88,s
28,female,Barcelona,cat,7,uni,T9_2_9,91,s
28,female,Barcelona,cat,7,uni,T9_2_10,84,s
28,female,Barcelona,cat,7,uni,T9_2_11,89,s
28,female,Barcelona,cat,7,uni,T10_2_1,84,s
28,female,Barcelona,cat,7,uni,T10_2_2,86,s
28,female,Barcelona,cat,7,uni,T10_2_3,92,s
28,female,Barcelona,cat,7,uni,T10_2_4,84,s
28,female,Barcelona,cat,7,uni,T10_2_5,82,s
28,female,Barcelona,cat,7,uni,T10_2_6,88,s
28,female,Barcelona,cat,7,uni,T10_2_7,81,s
28,female,Barcelona,cat,7,uni,T10_2_8,88,s
28,female,Barcelona,cat,7,uni,T10_2_9,89,s
28,female,Barcelona,cat,7,uni,T10_2_10,82,s
28,female,Barcelona,cat,7,uni,T10_2_11,81,s
28,female,Barcelona,cat,7,uni,T11_2_1,90,s
28,female,Barcelona,cat,7,uni,T11_2_2,83,s
28,female,Barcelona,cat,7,uni,T11_2_3,88,s
28,female,Barcelona,cat,7,uni,T11_2_4,88,s
28,female,Barcelona,cat,7,uni,T11_2_5,85,s
28,female,Barcelona,cat,7,uni,T11_2_6,76,s
28,female,Barcelona,cat,7,uni,T11_2_7,87,s
28,female,Barcelona,cat,7,uni,T11_2_8,86,s
28,female,Barcelona,cat,7,uni,T11_2_9,90,s
28,female,Barcelona,cat,7,uni,T11_2_10,85,s
28,female,Barcelona,cat,7,uni,T11_2_11,77,s
28,female,Barcelona,cat,7,uni,T12_2_1,78,s
28,female,Barcelona,cat,7,uni,T12_2_2,87,s
28,female,Barcelona,cat,7,uni,T12_2_3,88,s
28,female,Barcelona,cat,7,uni,T12_2_4,88,s
28,female,Barcelona,cat,7,uni,T12_2_5,82,s
28,female,Barcelona,cat,7,uni,T12_2_6,58,s
28,female,Barcelona,cat,7,uni,T12_2_7,30,s
28,female,Barcelona,cat,7,uni,T12_2_8,92,s
28,female,Barcelona,cat,7,uni,T12_2_9,88,s
28,female,Barcelona,cat,7,uni,T12_2_10,94,s
28,female,Barcelona,cat,7,uni,T12_2_11,87,s
29,male,Barcelona,cat,5,uni,T1._1,50,z
29,male,Barcelona,cat,5,uni,T1._2,51,z
29,male,Barcelona,cat,5,uni,T1._3,49,z
29,male,Barcelona,cat,5,uni,T1._4,100,z
29,male,Barcelona,cat,5,uni,T1._5,100,z
29,male,Barcelona,cat,5,uni,T1._6,100,z
29,male,Barcelona,cat,5,uni,T1._7,0,z
29,male,Barcelona,cat,5,uni,T1._8,100,z
29,male,Barcelona,cat,5,uni,T1._9,100,z
29,male,Barcelona,cat,5,uni,T1._10,100,z
29,male,Barcelona,cat,5,uni,T1._11,80,z
29,male,Barcelona,cat,5,uni,T2_1,50,z
29,male,Barcelona,cat,5,uni,T2_2,49,z
29,male,Barcelona,cat,5,uni,T2_3,49,z
29,male,Barcelona,cat,5,uni,T2_4,100,z
29,male,Barcelona,cat,5,uni,T2_5,100,z
29,male,Barcelona,cat,5,uni,T2_6,100,z
29,male,Barcelona,cat,5,uni,T2_7,0,z
29,male,Barcelona,cat,5,uni,T2_8,100,z
29,male,Barcelona,cat,5,uni,T2_9,100,z
29,male,Barcelona,cat,5,uni,T2_10,100,z
29,male,Barcelona,cat,5,uni,T2_11,83,z
29,male,Barcelona,cat,5,uni,T3._1,75,z
29,male,Barcelona,cat,5,uni,T3._2,50,z
29,male,Barcelona,cat,5,uni,T3._3,100,z
29,male,Barcelona,cat,5,uni,T3._4,100,z
29,male,Barcelona,cat,5,uni,T3._5,100,z
29,male,Barcelona,cat,5,uni,T3._6,100,z
29,male,Barcelona,cat,5,uni,T3._7,50,z
29,male,Barcelona,cat,5,uni,T3._8,100,z
29,male,Barcelona,cat,5,uni,T3._9,100,z
29,male,Barcelona,cat,5,uni,T3._10,100,z
29,male,Barcelona,cat,5,uni,T3._11,100,z
29,male,Barcelona,cat,5,uni,T4._1,51,z
29,male,Barcelona,cat,5,uni,T4._2,51,z
29,male,Barcelona,cat,5,uni,T4._3,54,z
29,male,Barcelona,cat,5,uni,T4._4,100,z
29,male,Barcelona,cat,5,uni,T4._5,100,z
29,male,Barcelona,cat,5,uni,T4._6,100,z
